iter	RMSE
178	0.408784946
179	0.4068401081
180	0.4053149339
181	0.4031636136
182	0.401052794
183	0.3986955546
184	0.397339082
185	0.3962378948
186	0.3945803466
187	0.3930556915
188	0.3925515874
189	0.3909597792
190	0.3898316003
191	0.3882325572
192	0.3872051247
193	0.3856992059
194	0.3821760902
195	0.3801538644
196	0.3785462428
197	0.3781148724
198	0.3761259884
199	0.3753316733
200	0.3749429651
201	0.3733097826
202	0.3721265431
203	0.370408126
204	0.368916291
205	0.3678325632
206	0.3649554373
207	0.3622589489
208	0.3606026925
209	0.358506644
210	0.3575710779
211	0.3560090718
212	0.3556802226
213	0.3543380302
214	0.3535092438
215	0.351662984
216	0.3510402979
217	0.3485931872
218	0.3469868644
219	0.3456782456
220	0.3447735611
221	0.3441504492
222	0.342235605
223	0.3415849442
224	0.3399757146
225	0.3372225065
226	0.33538825
227	0.3347445207
228	0.3342661048
229	0.333185145
230	0.3294195402
231	0.3287217837
232	0.3271954842
233	0.3262112971
234	0.3251298453
235	0.3221454777
236	0.3207520608
237	0.3187400781
238	0.3173911656
239	0.3159673406
240	0.31488014
241	0.3130795779
242	0.311506445
243	0.3105527648
244	0.3099063518
245	0.3092283698
246	0.3087118424
247	0.306342614
248	0.3056172402
249	0.3045076935
250	0.3037792006
251	0.3028312634
252	0.3014003637
253	0.3001471646
254	0.2987478628
255	0.29784765
256	0.2966098067
257	0.29608556
258	0.2953403569
259	0.2927456378
260	0.2916393045
261	0.2892884931
262	0.2884524493
263	0.2880073064
264	0.2873744916
265	0.2862787614
266	0.2855364644
267	0.2840630958
268	0.2826897077
269	0.2808500759
270	0.2801902064
271	0.2793102007
272	0.2783129661
273	0.2780106439
274	0.2768705125
275	0.2756172017
276	0.2745722227
277	0.2731396608
278	0.272527958
279	0.270911305
280	0.2696619697
281	0.2688434034
282	0.2673874506
283	0.267016925
284	0.2664821756
285	0.2643309378
286	0.2636606795
287	0.2629433951
288	0.2622326138
289	0.2613870409
290	0.2601997075
291	0.2600039565
292	0.2591177203
293	0.2578947616
294	0.2569700347
295	0.2557053681
296	0.2552660465
297	0.2531863355
298	0.2529385444
299	0.2520894872
300	0.2512976485
301	0.2508547745
302	0.2500505829
303	0.2496361127
304	0.2493068695
305	0.2485289035
306	0.2482528525
307	0.2479388665
308	0.2474192726
309	0.2466220758
310	0.2456531717
311	0.2456192401
312	0.2430259728
313	0.2422120209
314	0.2416528517
315	0.2407027891
316	0.2396317628
317	0.2390719868
318	0.2387266498
319	0.2381768636
320	0.2373548889
321	0.2365946423
322	0.2362667817
323	0.2353715674
324	0.2347880548
325	0.2344297011
326	0.2340932624
327	0.2334089376
328	0.2327630764
329	0.2324313007
330	0.2318647302
331	0.2311627
332	0.2299587394
333	0.2296767034
334	0.2290484661
335	0.2272023386
336	0.226947754
337	0.2263856661
338	0.2261522182
339	0.2256270953
340	0.2248870428
341	0.2244991338
342	0.224376394
343	0.2237190234
344	0.2231404788
345	0.2226343477
346	0.2220998801
347	0.2217822009
348	0.2212621094
349	0.220954793
350	0.2189846603
351	0.2180890519
352	0.2179107412
353	0.2174394885
354	0.216595416
355	0.2156168089
356	0.2154589429
357	0.2149900508
358	0.2140731003
359	0.2132170896
360	0.2127793398
361	0.2116624292
362	0.2109677251
363	0.2106013616
364	0.2098201576
365	0.2093945931
366	0.2082469104
367	0.2079256536
368	0.2075600045
369	0.2067256308
370	0.2057984692
371	0.2051767034
372	0.2042603623
373	0.2034112123
374	0.20262762
375	0.2017265454
376	0.200972794
377	0.2002938264
378	0.2000427664
379	0.1993953751
380	0.1986848954
381	0.1983477556
382	0.1973652199
383	0.1972405862
384	0.1970479386
385	0.1966374612
386	0.1960459096
387	0.1954209733
388	0.1950649808
389	0.1948217674
390	0.1944585513
391	0.1937418695
392	0.193558041
393	0.1930953801
394	0.1922167835
395	0.1919754592
396	0.1915063475
397	0.1909345786
398	0.1906719181
399	0.1903278636
400	0.1898138626
401	0.1891299507
402	0.1888260036
403	0.1885133532
404	0.1880058203
405	0.1878226867
406	0.1871438085
407	0.1864270823
408	0.1860761339
409	0.1853727547
410	0.1845809403
411	0.1837546023
412	0.1837197296
413	0.1827339997
414	0.1825696066
415	0.1821106883
416	0.1813632412
417	0.1812341338
418	0.1811382088
419	0.1804417946
420	0.1800052558
421	0.1791525717
422	0.1787101403
423	0.1786932793
424	0.1777491336
425	0.1775577954
426	0.1772957315
427	0.1772282181
428	0.1769174593
429	0.1764840605
430	0.1762553844
431	0.1760294464
432	0.1755635383
433	0.1754580772
434	0.1752389376
435	0.1750181939
436	0.1745188594
437	0.1735175523
438	0.173128853
439	0.1729205987
440	0.1723251801
441	0.1718977577
442	0.1714469018
443	0.1710369038
444	0.1703139285
445	0.1696220088
446	0.1689217991
447	0.1685791348
448	0.1678350907
449	0.1677060069
450	0.1674625131
451	0.1670311773
452	0.1667282794
453	0.1660771947
454	0.1656143651
455	0.1653091626
456	0.1647124699
457	0.1642974829
458	0.1642670152
459	0.1635699573
460	0.1630238562
461	0.1629645377
462	0.1625521945
463	0.1622585614
464	0.1616169409
465	0.161600677
466	0.1613961941
467	0.161031931
468	0.1602141906
469	0.1596899092
470	0.1594101754
471	0.158898922
472	0.1583148304
473	0.1580248856
474	0.1573821384
475	0.1569905016
476	0.1565257257
477	0.1562511238
478	0.1560994835
479	0.1556077317
480	0.1553277943
481	0.1548882692
482	0.1546830682
483	0.1546524717
484	0.1543206097
485	0.1538309185
486	0.1532250219
487	0.1527071008
488	0.152157078
489	0.1520101424
490	0.1513478992
491	0.1512623688
492	0.1507360847
493	0.150231782
494	0.1497081517
495	0.1492949642
496	0.1488305097
497	0.1484105348
498	0.1483059747
499	0.1479973197
